address,holding
0xE28033a9BD54202d5f2487dd2C8518F48f4f07C2,10
0xAB13211F8ACCA2Cdad9fBB06E97d8b936a83c91B,10
0x81cF8aed4CD8eAD1a80cFf195f0162BE5b43BcC5,10
0x7e5cE10826eE167de897D262fCC9976F609ECd2B,10
0x733F6AEbf69D1B80B5B88859240cA155D50517d4,10
0x61e75a8583e5eCF2A6018b138D98Bfb64F30042E,10
0x5564Caa789AD35E72b1612D1Bf78dD295b24605b,10
0x505216f954D09B868115B29F48cEabf5393e3faE,10
0x94465A1Ea992a4e1A37Fbce8FC2f687156B8B79f,5
0xC0CeACeD6BF4aA3c1B21238a8495DD03891ebd66,4
0x7eeceC816634579BDA02598892205661653D5173,4
0xbB63203FA253B667F1d8D591954F5a14ba5613E2,3
0xB51996959312ea25f887314fcF1ee2BEBA0e0E9F,3
0xB1062c554120b8A0834fE03FfE14eDB9bD8ac206,3
0xaCE1f1c6c5c89AE3Fc3209ff92e7120fb74445aA,3
0x8070856D6B3F9751dbc56F8E8f18f311b6be1d0E,3
0x505e20c0Fb8252Ca7aC21d54D5432eccD4f2D076,3
0x1aE1F53F5006E3fb336a6d7E54c1c45aa55806aa,3
0xFD94af6971bA7900DD8Cf86C62d5C2646fc3ea4e,2
0xFB7119566BE12046424c8C75e427F2f1347b4Cbc,2
0xf2b11473143dC06b6a40A008A49fD00961d3Ac98,2
0xE4473E75C2004eC05EBc1Da26d31B0af4B1f5B98,2
0xD9958549b8760fae2FFCe5fD249D2478Cf9BB827,2
0xc50830A39A5825872099E719B4E687EE4C4c47BD,2
0xBff4d4f82e2Aa032a1Ef35f7e648503789113609,2
0xB57B0713B72CB43a089dce420db9aAfAAa91be8d,2
0xa443D1F047Ad0F4dcB67105A5b5c9E1313eAc89C,2
0xa39970F4B2030aA33abB103C84CF0379fEDAF803,2
0x8e5729E8A3AFf49FcF5Fc889D0943d38e3691070,2
0x7cD697041E98C860e64E4Bd41a889b8579753E6f,2
0x7a7a5fAD8C4107ED0959191e7Ff36Ba82D4ea2F9,2
0x6efEb9e198B03852e556a6eCb1783C6Ce2cB9483,2
0x6AB880AFd1E0C7786cc5D05F4FD9b17761768da8,2
0x5Af56973b63cBfcF79cD7b058a7Cf2D5FcF59abc,2
